trial,config_hash,score,accuracy,f1,log_loss,duration,timestamp
46,"{""depth"": 9, ""eval_metric"": ""Accuracy"", ""iterations"": 583, ""l2_leaf_reg"": 0.0017215375288831896, ""learning_rate"": 0.11189437463344316, ""loss_function"": ""MultiClass"", ""random_strength"": 0.5783399698468069, ""task_type"": ""GPU"", ""verbose"": 0}",-0.09437068684361698,0.7292207654297014,0.6842528941387268,6.597602550633126,957.924834728241,2025-05-31 03:46:43
47,"{""depth"": 9, ""eval_metric"": ""Accuracy"", ""iterations"": 654, ""l2_leaf_reg"": 0.0017346857476133958, ""learning_rate"": 0.1087366187018765, ""loss_function"": ""MultiClass"", ""random_strength"": 0.5308123734222872, ""task_type"": ""GPU"", ""verbose"": 0}",-0.0793902071071271,0.7292207654297014,0.6842528941387268,6.447797669616914,1041.3716866970062,2025-05-31 04:04:07
48,"{""depth"": 9, ""eval_metric"": ""Accuracy"", ""iterations"": 656, ""l2_leaf_reg"": 0.0018636395426955138, ""learning_rate"": 0.10465041793227339, ""loss_function"": ""MultiClass"", ""random_strength"": 0.5146567460482252, ""task_type"": ""GPU"", ""verbose"": 0}",-0.060457867492583625,0.7292207654297014,0.6842528941387268,6.258474264114831,1051.6183919906616,2025-05-31 04:21:41
49,"{""depth"": 9, ""eval_metric"": ""Accuracy"", ""iterations"": 640, ""l2_leaf_reg"": 0.0017273064759216396, ""learning_rate"": 0.10366781662059671, ""loss_function"": ""MultiClass"", ""random_strength"": 0.63471730114526, ""task_type"": ""GPU"", ""verbose"": 0}",-0.055988188034498246,0.7292207654297014,0.6842528941387268,6.213777478497447,1041.7982459068298,2025-05-31 04:39:05
50,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 662, ""l2_leaf_reg"": 0.001541678588492433, ""learning_rate"": 0.07246476598185372, ""loss_function"": ""MultiClass"", ""random_strength"": 0.1522738346279637, ""task_type"": ""GPU"", ""verbose"": 0}",0.06828221508093238,0.7371190539494467,0.6944300654698446,5.043375186614778,1163.132961511612,2025-05-31 04:58:31
51,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 645, ""l2_leaf_reg"": 0.0014933288914961713, ""learning_rate"": 0.10129813272337478, ""loss_function"": ""MultiClass"", ""random_strength"": 0.5489968963273616, ""task_type"": ""GPU"", ""verbose"": 0}",-0.04084012602691972,0.7371190539494467,0.6944300654698446,6.13459861654619,1138.1745927333832,2025-05-31 05:17:31
52,"{""depth"": 11, ""eval_metric"": ""Accuracy"", ""iterations"": 661, ""l2_leaf_reg"": 0.0015662896725552769, ""learning_rate"": 0.07133709829003965, ""loss_function"": ""MultiClass"", ""random_strength"": 0.17692766236497612, ""task_type"": ""GPU"", ""verbose"": 0}",-1.3683141589825487,0.7473875885390473,0.7210582508974601,19.556930945408254,1333.81423163414,2025-05-31 05:39:47
53,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 639, ""l2_leaf_reg"": 0.002706110837595087, ""learning_rate"": 0.0936914784882085, ""loss_function"": ""MultiClass"", ""random_strength"": 0.08887542361395437, ""task_type"": ""GPU"", ""verbose"": 0}",-0.007694858183648134,0.7371190539494467,0.6944300654698446,5.803145951131523,1121.5566968917847,2025-05-31 05:58:31
54,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 639, ""l2_leaf_reg"": 0.00288009646617107, ""learning_rate"": 0.044364942109302564, ""loss_function"": ""MultiClass"", ""random_strength"": 0.08376691055115243, ""task_type"": ""GPU"", ""verbose"": 0}",-1.1568436687553731,0.7499162073287374,0.7105154333686172,17.410175688880667,1125.534250497818,2025-05-31 06:17:19
55,"{""depth"": 11, ""eval_metric"": ""Accuracy"", ""iterations"": 736, ""l2_leaf_reg"": 0.9471128482607956, ""learning_rate"": 0.08828771378695179, ""loss_function"": ""MultiClass"", ""random_strength"": 0.22993145028346457, ""task_type"": ""GPU"", ""verbose"": 0}",-1.3681408587108643,0.79657474219542,0.7767694374836779,19.97518507974595,1428.3072760105133,2025-05-31 06:41:10
56,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 810, ""l2_leaf_reg"": 0.0013853159204598269, ""learning_rate"": 0.07075817996297136, ""loss_function"": ""MultiClass"", ""random_strength"": 0.11869200672356088, ""task_type"": ""GPU"", ""verbose"": 0}",0.07308618235595041,0.7371190539494467,0.6944300654698446,4.995335373421653,1390.2327978610992,2025-05-31 07:04:23
57,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 819, ""l2_leaf_reg"": 0.00144983110776691, ""learning_rate"": 0.05361767499067591, ""loss_function"": ""MultiClass"", ""random_strength"": 0.12323937427207021, ""task_type"": ""GPU"", ""verbose"": 0}",-1.3372170995072479,0.7511400093138912,0.7136320315085031,19.231263456874302,1395.8317801952362,2025-05-31 07:27:41
58,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 800, ""l2_leaf_reg"": 0.0012949021562463452, ""learning_rate"": 0.027503689358180462, ""loss_function"": ""MultiClass"", ""random_strength"": 0.06363567846554047, ""task_type"": ""GPU"", ""verbose"": 0}",-0.03489533410770843,0.7471012705402221,0.7024164752263699,6.147025793247034,1361.3743951320648,2025-05-31 07:50:25
59,"{""depth"": 10, ""eval_metric"": ""Accuracy"", ""iterations"": 793, ""l2_leaf_reg"": 0.0011441204920876508, ""learning_rate"": 0.011663572475462236, ""loss_function"": ""MultiClass"", ""random_strength"": 0.04733542781940942, ""task_type"": ""GPU"", ""verbose"": 0}",-0.6998108646292656,0.744981851602136,0.70176900987668,12.785113575622624,1348.2406463623047,2025-05-31 08:12:55
60,"{""depth"": 11, ""eval_metric"": ""Accuracy"", ""iterations"": 800, ""l2_leaf_reg"": 0.0028018755403650935, ""learning_rate"": 0.03123496797775703, ""loss_function"": ""MultiClass"", ""random_strength"": 0.1108169562358051, ""task_type"": ""GPU"", ""verbose"": 0}",-1.1949039488608952,0.7493871730567965,0.7208467302752347,17.82999941379485,1563.023293018341,25-05-31 08:39:01
